('2018-04-03 15:59:47.701592', 1522785587701591550, 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-04 23:03:37.449090', 1522897417449090416, 'File', '/data/ufs/usr/local/include/gio-unix-2.0/gio/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.449090', 1522897417449090416, 'File', '/data/ufs/usr/local/include/gio-unix-2.0/gio', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.489094', 1522897417489094089, 'File', '/data/ufs/usr/local/include/glib-2.0/gobject/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.459094', 1522897417459093527, 'File', '/data/ufs/usr/local/include/glib-2.0/gio', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.479095', 1522897417479094688, 'File', '/data/ufs/usr/local/include/glib-2.0/glib/deprecated/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.479095', 1522897417479094688, 'File', '/data/ufs/usr/local/include/glib-2.0/glib/deprecated', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.479095', 1522897417479094688, 'File', '/data/ufs/usr/local/include/glib-2.0/gobject', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.489094', 1522897417489094089, 'File', '/data/ufs/usr/local/include/gnutls', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.489094', 1522897417489094089, 'File', '/data/ufs/usr/local/include/gobject-introspection-1.0', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.499095', 1522897417499095350, 'File', '/data/ufs/usr/local/include/graphite2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.519091', 1522897417519090961, 'File', '/data/ufs/usr/local/include/gtk-2.0/gtk/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.499095', 1522897417499095350, 'File', '/data/ufs/usr/local/include/gtk-2.0/gdk', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.519091', 1522897417519090961, 'File', '/data/ufs/usr/local/include/gtk-2.0/gtk', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.549092', 1522897417549091963, 'File', '/data/ufs/usr/local/include/gtk-3.0/gdk/x11/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.539094', 1522897417539094343, 'File', '/data/ufs/usr/local/include/gtk-3.0/gdk/broadway', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.549092', 1522897417549091963, 'File', '/data/ufs/usr/local/include/gtk-3.0/gdk/deprecated', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.549092', 1522897417549091963, 'File', '/data/ufs/usr/local/include/gtk-3.0/gdk/x11', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.619092', 1522897500619092216, 'File', '/usr/local/include/GLES3', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.249091', 1522897518249090659, 'File', '/usr/ports/devel/R-cran-sourcetools', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.419090', 1522897576419089882, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/os/uclibc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:59.009093', 1522897499009093190, 'File', '/usr/home/darpa/.m2/repository/org/mortbay/jetty/jetty-util/6.1.26', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.359093', 1522897498359092823, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven-core/3.0', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:50.699109', 1522897310699108731, 'File', '/usr/local/share/ri/2.4/system/TCPServer', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:46.929103', 1522897306929103407, 'File', '/usr/local/share/ri/2.4/system/Gem/SafeYAML/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:15.839097', 1522897575839097311, 'File', '/data/update/build-meta/freebsd/contrib/gcc/ginclude', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.879093', 1522897501879092778, 'File', '/usr/local/include/boost/program_options/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.519087', 1522897569519086945, 'File', '/data/ufs/usr/local/share/icons/hicolor/96x96/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:02:09.899094', 1522897329899093774, 'File', '/usr/ports/devel/atlassian-plugin-sdk/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.379091', 1522897569379090765, 'File', '/data/ufs/usr/local/share/icons/hicolor/48x48/stock/io', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.509092', 1522897500509092219, 'File', '/usr/local/etc/gconf/2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.959092', 1522897501959091523, 'File', '/usr/local/include/boost/serialization/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.509091', 1522897569509090934, 'File', '/data/ufs/usr/local/share/icons/hicolor/72x72/stock/text/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.319090', 1522897498319090031, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven-archiver/2.5', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.319090', 1522897569319090041, 'File', '/data/ufs/usr/local/share/icons/hicolor/36x36/mimetypes', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.519087', 1522897569519086945, 'File', '/data/ufs/usr/local/share/icons/hicolor/96x96/categories', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.689090', 1522897498689090457, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/surefire/maven-surefire-common/2.19', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.799092', 1522897501799091582, 'File', '/usr/local/include/boost/predef/os/bsd', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:39.139101', 1522897299139100881, 'File', '/usr/local/lib/python2.7/site-packages/botocore', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.299091', 1522897498299091289, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven/2.2.1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:20.499088', 1522897580499087886, 'File', '/data/update/build-meta/freebsd/crypto/heimdal/doc/doxyout/ntlm/man/man3', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.489090', 1522897569489089523, 'File', '/data/ufs/usr/local/share/icons/hicolor/72x72/stock/form', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.519093', 1522897500519093179, 'File', '/usr/local/etc/gtk-2.0', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.349099', 1522897518349098906, 'File', '/usr/ports/devel/ace+tao-doc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.389090', 1522897569389090446, 'File', '/data/ufs/usr/local/share/icons/hicolor/48x48/stock/text', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-05 12:54:59.497977', 1522947299497977166, 'File', '/etc/login.conf', '2018-04-05 12:54:59.497977166~2018-04-05 19:45:31.527425553_0')
('2018-04-04 23:04:58.299091', 1522897498299091289, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven/2.0.6', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.559092', 1522897500559091622, 'File', '/usr/local/etc/polkit-1/rules.d', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:20.649090', 1522897520649090082, 'File', '/usr/ports/devel/gettext-tools/work/stage/usr/local/share/locale/ko/LC_MESSAGES', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.659090', 1522897498659089855, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/shared/maven-shared-components/21', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.529124', 1522897501529124482, 'File', '/usr/local/include/boost/log/utility/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.879097', 1522897498879096901, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-components/1.1.18', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.849093', 1522897500849092653, 'File', '/usr/local/include/boost/archive/impl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:45.889091', 1522897425889091036, 'File', '/data/ufs/usr/local/share/icons/Adwaita/48x48/emblems', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.369091', 1522897576369090789, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/os/aix', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:07.479091', 1522897507479090652, 'File', '/usr/local/share/ri/2.4/system/RSS/RDF/Image', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.649091', 1522897498649091324, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/shared/maven-shared-components/17', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.489096', 1522897501489096399, 'File', '/usr/local/include/boost/log/attributes', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.359093', 1522897498359092823, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven-core/2.0.6', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.669090', 1522897500669089790, 'File', '/usr/local/include/X11/Xmu', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.779090', 1522897501779090280, 'File', '/usr/local/include/boost/predef/hardware/simd/ppc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.499090', 1522897501499090060, 'File', '/usr/local/include/boost/log/expressions/formatters', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.319090', 1522897576319089925, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/cpu/generic/atomicity_mutex', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.509092', 1522897498509092494, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven-repository-metadata/2.0.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.309089', 1522897576309089264, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/cpu/arm', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.469090', 1522897569469089602, 'File', '/data/ufs/usr/local/share/icons/hicolor/72x72/filesystems', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.359091', 1522897501359091240, 'File', '/usr/local/include/boost/heap/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:33.589095', 1522897413589094577, 'File', '/data/ufs/usr/include/xlocale/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.319090', 1522897569319090041, 'File', '/data/ufs/usr/local/share/icons/hicolor/36x36/status', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.329089', 1522897576329088756, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/cpu/hppa', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:55.499090', 1522897555499089845, 'File', '/usr/share/openssl/man/man3/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.749088', 1522897569749088442, 'File', '/data/ufs/usr/local/share/licenses/aspell-0.60.6.1_7', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.769104', 1522897500769103637, 'File', '/usr/local/include/avro/buffer/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.989091', 1522897500989091353, 'File', '/usr/local/include/boost/bimap/detail/debug', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:55.379092', 1522897555379092256, 'File', '/usr/share/nls/ru_RU.ISO8859-5', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.369090', 1522897569369090154, 'File', '/data/ufs/usr/local/share/icons/hicolor/48x48/stock/form', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.579092', 1522897500579092414, 'File', '/usr/local/etc/ssl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.439090', 1522897576439090364, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/include/bits', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:42.709094', 1522897302709093771, 'File', '/usr/local/man/da/man1/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.509092', 1522897518509092158, 'File', '/usr/ports/devel/android-tools-simpleperf/files/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.499092', 1522897497499092421, 'File', '/root/.cache/pip/http/5/5/0/5/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:55.459091', 1522897555459091372, 'File', '/usr/share/openssl/man/man1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.759089', 1522897500759089367, 'File', '/usr/local/include/avahi-glib', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:15.859094', 1522897575859094492, 'File', '/data/update/build-meta/freebsd/contrib/gcclibs/libcpp/include/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.369090', 1522897569369090154, 'File', '/data/ufs/usr/local/share/icons/hicolor/48x48/stock/data', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.209092', 1522897498209092433, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/trevni-java/1.8.2/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.059091', 1522897501059091318, 'File', '/usr/local/include/boost/chrono/io_v1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.359089', 1522897576359089188, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/locale/darwin', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.659089', 1522897500659089119, 'File', '/usr/local/include/X11/Xcursor', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.299091', 1522897498299091289, 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven/2.0.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:20.499088', 1522897580499087886, 'File', '/data/update/build-meta/freebsd/crypto/heimdal/doc/doxyout/ntlm/man/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.539093', 1522897501539093323, 'File', '/usr/local/include/boost/log/utility/manipulators', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.209090', 1522897569209089723, 'File', '/data/ufs/usr/local/share/icons/hicolor/24x24/stock/code', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.979092', 1522897500979091563, 'File', '/usr/local/include/boost/beast/zlib/impl/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.389090', 1522897569389090446, 'File', '/data/ufs/usr/local/share/icons/hicolor/512x512/actions', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.779089', 1522897500779088908, 'File', '/usr/local/include/bash/include', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.299089', 1522897576299089114, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/abi/post/x86_64-linux-gnu/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.529090', 1522897576529089980, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/include/precompiled', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.879093', 1522897501879092778, 'File', '/usr/local/include/boost/property_map/parallel/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.449089', 1522897569449088690, 'File', '/data/ufs/usr/local/share/icons/hicolor/64x64/devices', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:20.369090', 1522897520369090172, 'File', '/usr/ports/devel/gettext-tools/work/stage/usr/local/share/emacs/site-lisp', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.459095', 1522897518459094604, 'File', '/usr/ports/devel/alog', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.409088', 1522897569409087767, 'File', '/data/ufs/usr/local/share/icons/hicolor/512x512/mimetypes', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.879097', 1522897498879096901, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-components/1.1.14', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:06.889088', 1522897566889088266, 'File', '/data/ufs/usr/local/include/boost/fusion/adapted/mpl/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.009089', 1522897497009089076, 'File', '/data/update/obj/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
