('2018-04-03 15:59:47.701592', 1522785587701591550, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-04 23:03:35.989093', 1522897415989093040, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/support/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.939092', 1522897415939092397, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/attributes', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.939092', 1522897415939092397, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/core', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.939092', 1522897415939092397, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.959091', 1522897415959091058, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/expressions/predicates/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.949093', 1522897415949092827, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/expressions/formatters', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.949093', 1522897415949092827, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/expressions/predicates', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.959091', 1522897415959091058, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/keywords', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.959091', 1522897415959091058, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/sinks', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.959091', 1522897415959091058, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/sources', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.969091', 1522897415969091059, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/support', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.979095', 1522897415979094530, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/utility/ipc/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.969091', 1522897415969091059, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/utility/functional', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.979095', 1522897415979094530, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/utility/ipc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.979095', 1522897415979094530, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/utility/manipulators', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.979095', 1522897415979094530, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/utility/setup', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.979095', 1522897415979094530, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/log/utility/type_dispatch', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.989093', 1522897415989093040, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/logic', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.049092', 1522897416049091665, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/complex/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.999091', 1522897415999091151, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/bindings/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.999091', 1522897415999091151, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/bindings/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.999091', 1522897415999091151, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/complex', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.999091', 1522897415999091151, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/concepts', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.009092', 1522897416009092012, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/constants', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.009092', 1522897416009092012, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/cstdfloat', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.019091', 1522897416019091082, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/distributions/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.019091', 1522897416019091082, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/distributions/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.019091', 1522897416019091082, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/interpolators/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.019091', 1522897416019091082, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/interpolators/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.029094', 1522897416029093533, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/policies', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.029094', 1522897416029093533, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/quadrature/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.029094', 1522897416029093533, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/quadrature/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.039093', 1522897416039092734, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/special_functions/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.039093', 1522897416039092734, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/special_functions/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.049092', 1522897416049091665, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/tools/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.049092', 1522897416049091665, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/math/tools/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.109092', 1522897416109091859, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/util/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.059093', 1522897416059093085, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/error', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.059093', 1522897416059093085, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/util', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.109092', 1522897416109091859, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/cpp11/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.079092', 1522897416079091777, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/cpp11/impl/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.079092', 1522897416079091777, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/cpp11/fwd', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.079092', 1522897416079091777, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/cpp11/impl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.099095', 1522897416099095008, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/cpp98', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.089093', 1522897416089092888, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/cpp98/fwd', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.089093', 1522897416089092888, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/cpp98/impl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.099095', 1522897416099095008, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/error', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.099095', 1522897416099095008, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/fwd', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.109092', 1522897416109091859, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/impl/fwd/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.099095', 1522897416099095008, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/impl/fwd', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.109092', 1522897416109091859, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/metaparse/v1/util', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.129094', 1522897416129093570, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/move/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.119093', 1522897416119093360, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/move/algo/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.119093', 1522897416119093360, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/move/algo/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.129094', 1522897416129093570, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/move/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.129094', 1522897416129093570, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mp11/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.149091', 1522897416149091102, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/vector/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.249092', 1522897416249091789, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/test/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.169093', 1522897416169092593, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/config', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.239093', 1522897416239092768, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/plain/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.179093', 1522897416179093474, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/bcc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.189093', 1522897416189092975, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/bcc551', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.189093', 1522897416189092975, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/bcc_pre590', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.199093', 1522897416199093176, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/dmc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.209113', 1522897416209113476, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/gcc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.209113', 1522897416209113476, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/msvc60', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.219092', 1522897416219091657, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/msvc70', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.219092', 1522897416219091657, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/mwcw', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.229094', 1522897416229094378, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/no_ctps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.229094', 1522897416229094378, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/no_ttp', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.239093', 1522897416239092768, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessed/plain', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.249092', 1522897416249091789, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/preprocessor', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.249092', 1522897416249091789, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/range_c', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:36.259093', 1522897416259093430, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/mpl/aux_/test', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.239134', 1522897417239134341, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/uuid/detail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.239134', 1522897417239134341, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/boost/uuid/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.429094', 1522897417429093975, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gdk-pixbuf-2.0/gdk-pixbuf-xlib', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.429094', 1522897417429093975, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gdk-pixbuf-2.0/gdk-pixbuf-xlib/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.429094', 1522897417429093975, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/ghostscript', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.449090', 1522897417449090416, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gio-unix-2.0/gio/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.449090', 1522897417449090416, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gio-unix-2.0/gio', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.489094', 1522897417489094089, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/glib-2.0/gobject/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.459094', 1522897417459093527, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/glib-2.0/gio', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.479095', 1522897417479094688, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/glib-2.0/glib/deprecated/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.479095', 1522897417479094688, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/glib-2.0/glib/deprecated', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.479095', 1522897417479094688, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/glib-2.0/gobject', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.489094', 1522897417489094089, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gnutls', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.489094', 1522897417489094089, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gobject-introspection-1.0', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.499095', 1522897417499095350, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/graphite2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.519091', 1522897417519090961, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gtk-2.0/gtk/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.499095', 1522897417499095350, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/include/gtk-2.0/gdk', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
